,,,,,,,,,,,,,,,,,,능력치,,,,,,,,,,,,,,,,,,전법,,,,,,개성,,,,,진형,,,,,,,,,,
356,사경,1164,남,200,219,0,246,0,125,,,완,완,미등장,없음,0,,15,23,57,69,66,건강,명리,세출개선,2,보통남,보통남,0,,,사경,,,1,,,,,,,법률,,,,,,,1,,,,,,,,
357,사견,1165,남,164,184,0,222,0,83,,,장안,장안,미발견,없음,0,,28,34,66,72,71,건강,예교,본초학,3,보통남,보통남,0,,,사견,,,1,,,,,,,명성,,,,,,,,1,,,,,,,
358,사정,339,남,178,197,0,221,1,132,,,건업,건업,미등장,없음,0,,65,76,34,32,43,건강,패도,장사강화,3,난폭남,난폭남,0,,,사정,,,1,교란,,,,,,숲전,공명,,,,1,,,,,1,,,,,
359,차주,340,남,164,184,0,199,1,21,,,하비,하비,미발견,없음,0,,49,52,40,58,50,건강,명리,지역순회,1,교활남,교활남,0,,,차주,,,1,,,,,,,소심,소침,,,,,1,,,,,,,,,
360,사마가,136,남,167,206,0,222,1,71,,,무릉,무릉,미등장,없음,0,,64,84,25,14,46,건강,패도,침략황폐,4,난폭남,난폭남,0,,,사마가,,,1,돌격,대갈,매성,,,,숲전,맹자,저돌,난폭,,,1,,,,1,,,,,
361,주이,341,남,201,215,0,257,1,128,,,오,오,미등장,없음,0,,70,68,61,45,55,건강,왕도,학익강화,4,정중남,정중남,0,,,주환,주환,,2,철벽,고무,구축,시람,,,수전,동원,,,,1,,,,1,,,,,,
362,수윤,1166,남,249,263,0,279,0,128,,,건안,건안,미등장,없음,0,,51,66,36,49,59,건강,패도,장사강화,2,호걸남,호걸남,0,,,수칙,수칙,,2,대갈,강습,,,,,숲전,,,,,,,,,,1,,,,,
363,주윤,1167,남,206,220,0,239,0,115,,,여강,여강,미등장,없음,0,,50,56,45,22,19,건강,명리,화계연구,1,거만남,거만남,0,,,주유,주유,,2,화시,,,,,,오만,,,,,,,,,1,,,,,,
364,주흔,342,남,159,184,0,196,1,11,,,회계,회계,미발견,없음,0,,65,58,73,65,62,건강,명리,병참개혁,3,정중남,정중남,0,,,주흔,,,1,연노,업화,치료,구축,,,동원,점술,,,,,1,1,,,,,,,,
365,주우,1168,남,163,184,0,196,1,16,,,회계,회계,미발견,없음,0,,68,51,77,55,64,건강,패도,삼령오신,3,책사남,책사남,0,,,주흔,,,1,화시,치료,구축,,,,보좌,모집,인맥,,,,,1,,1,,,,,,
366,주군,1169,남,147,184,0,219,0,58,,,자동,자동,미발견,없음,0,,15,18,67,52,61,건강,예교,태학,2,정중남,정중남,0,,,주군,,,1,,,,,,,점술,,,,,,,,,,,,1,,,
367,주앙,706,남,162,184,0,196,1,115,,,회계,회계,미발견,없음,0,,75,65,65,53,60,건강,할거,안행강화,3,보통남,보통남,0,,,주흔,,,1,연노,경파,구축,,,,원시,,,,,,,1,,,,1,,,,
368,주지,343,남,233,252,0,295,0,32,,,양양,양양,미등장,없음,0,,65,85,41,29,44,건강,패도,수군육성,4,난폭남,난폭남,0,,,주지,,,1,급습,투석,구축,시람,,,소탕,조타,공명,,,,,,,,1,1,,,1,
369,주소,1170,남,197,211,0,230,0,126,,,여강,여강,미등장,없음,0,,65,71,35,32,45,건강,패도,방원강화,3,용장남,용장남,0,,,주태,주태,,2,철벽,구축,강습,,,,강건,,,,,,,,1,,,,,,,
370,주선,853,남,177,196,0,212,1,124,,,여강,여강,미등장,없음,0,,46,50,44,25,34,건강,명리,지역순회,1,보통남,보통남,0,,,주선,,,1,구축,,,,,,조타,,,,,,,,,,,1,,,,
371,주창,20,남,164,184,184,219,1,75,장각,장각,평원,평원,일반,소방거수,98,,66,84,42,33,54,건강,할거,수군육성,4,호걸남,호걸남,0,,,주창,,,1,분전,경파,대갈,강습,,,장구,포박,불굴,조타,,,1,,,,1,,,,,
372,수칙,1171,남,222,241,0,268,1,128,,,건안,건안,미등장,없음,0,,56,62,53,56,50,건강,패도,삼령오신,2,보통남,보통남,0,,,수칙,,,1,분전,구축,,,,,교련,,,,,,,,,1,1,,,,,
373,주태,90,남,171,189,0,225,0,126,,,여강,여강,미등장,없음,0,,77,91,48,38,60,건강,패도,방원강화,4,호걸남,호걸남,52,,,주태,,,1,치돌,철벽,구축,강습,시람,,견수,수전,호위,금강,강건,1,1,,1,,,,,,,
374,주태,344,남,207,226,0,261,0,41,,,신야,신야,미등장,없음,0,,71,63,73,64,65,건강,패도,운반개발,3,위엄남,위엄남,0,,,주태,,,1,화시,견제,혼란,구축,,,침착,독려,진흥,감수,,1,,,,1,,,1,,,
375,주조,805,남,152,184,0,187,1,13,,,영릉,영릉,재야,없음,0,,53,68,29,26,47,건강,아도,침략황폐,2,난폭남,난폭남,0,,,주조,,,1,철벽,,,,,,강탈,적도,공명,,,,,,1,,,,,,,
376,습진,1172,남,180,209,0,221,1,75,,,양양,양양,미등장,없음,0,,64,68,51,42,58,건강,왕도,방원강화,2,용장남,용장남,0,,,습진,,,1,격려,경파,구축,,,,일심,,,,,,,,1,,,,,,,
377,습정,1173,남,181,209,0,218,0,70,,,양양,양양,미등장,없음,0,,33,29,67,73,69,건강,명리,공법개혁,3,정중남,정중남,0,,,습정,,,1,충차,구축,,,,,석병,명성,,,,1,,,,,,,,1,,
378,주방,345,남,191,210,0,238,0,118,,,오,오,미등장,없음,0,,56,41,80,75,62,건강,명리,묵수연구,4,책사남,책사남,0,,,주방,,,1,저지,도발,,,,,언독,교사,위무,,,,,1,,,,,1,,,
379,주유,91,남,175,189,0,210,0,125,,,여강,여강,미등장,없음,0,,97,71,96,86,94,건강,패도,상병벌모,3,주유,위엄남,22,,,주유,,,1,신화계,화시,격려,고무,강습,시람,화신,영명,악주,수전,독려,1,,1,1,1,,,,,,
380,주개,1174,남,178,197,0,224,0,37,,,허창,허창,미등장,없음,0,,68,66,44,34,40,건강,패도,봉시강화,2,보통남,보통남,0,,,주개,,,1,분전,교란,,,,,위무,,,,,,1,,,,,,,,,
381,주환,124,남,177,196,0,238,0,128,,,오,오,미등장,없음,0,,84,82,74,56,59,건강,아도,어린강화,4,거만남,거만남,0,,,주환,,,1,급습,교란,구축,강습,시람,,노발,과감,동원,공명,난폭,1,1,,,,,1,,,,
382,주거,513,남,194,209,0,250,1,128,,,오,오,미등장,없음,0,,75,57,72,70,71,건강,왕도,공법개혁,3,정중남,정중남,0,,,주환,,,1,화시,구축,강습,시람,,,조타,여망,소욕,,,1,,1,1,,,,,,,
383,축융,137,여,193,214,0,246,0,60,,,운남,운남,미등장,없음,0,,74,85,29,23,69,건강,아도,화계연구,4,용감녀,용감녀,87,,,축융,,,1,화신난인,급습,교란,매성,,,남만,앙양,저돌,격분,,,1,,,,1,,,,,
384,주광,1175,남,176,195,0,214,1,29,,,수춘,수춘,미등장,없음,0,,66,54,49,67,58,건강,명리,시설개발,2,보통남,보통남,0,,,주광,,,1,철벽,진정,,,,,둔전,개수,,,,,,,1,,,,,,,
385,주찬,877,남,192,209,0,228,1,21,,,허창,허창,미등장,없음,0,,63,68,34,26,41,건강,명리,장사강화,2,보통남,보통남,0,,,주찬,,,1,돌격,,,,,,경솔,,,,,,,,,,1,,,,,
386,주삭,815,남,174,196,0,253,0,27,,,낙양,낙양,미등장,없음,0,,32,35,55,66,40,건강,명리,종횡술,1,거만남,거만남,0,,,주삭,,,1,충차,,,,,,공명,격분,,,,,,,,,,,,1,,
387,주준,267,남,149,184,184,195,0,88,하진,하진,함곡관,함곡관,태수,안서장군,100,,84,63,70,71,75,건강,할거,화계연구,4,정중남,정중남,0,,,주준,,,1,화시,업화,견제,투석,,,화공,간파,분쇄,모집,위무,,,1,,1,,,,,1,
388,주적,890,남,204,220,0,270,0,126,,,건업,건업,미등장,없음,0,,71,57,69,55,68,건강,왕도,학익강화,3,위엄남,위엄남,0,,,주치,주연,,3,화시,저지,구축,,,,규율,직정,,,,,,,1,1,1,,,,,
389,주연,346,남,182,196,0,249,0,126,,,건업,건업,미등장,없음,0,,79,69,71,60,77,건강,왕도,화계연구,3,용장남,용장남,0,,,주치,주치,,2,화시,철벽,저지,구축,강습,,담력,화공,감지,견뢰,소욕,,,1,1,,,,1,,,
390,주치,347,남,156,184,184,224,0,126,손견,손견,하비,하비,일반,주부,100,,70,56,72,73,76,건강,예교,지역순회,3,정중남,정중남,0,,,주치,,,1,연노,격려,고무,,,,위무,친월,소욕,,,,,1,,1,,,,,,
391,주포,377,남,187,206,0,225,1,52,,,건녕,건녕,미등장,없음,0,,66,73,24,22,40,건강,아도,학익강화,3,난폭남,난폭남,0,,,주포,,,1,제사,,,,,,경솔,,,,,,,,,1,,,,,,
392,주령,348,남,170,189,0,236,0,36,,,평원,평원,미등장,없음,0,,72,72,67,53,38,건강,아도,공법개혁,3,보통남,보통남,0,,,주령,,,1,분전,업화,,,,,축성,금강,,,,1,1,,,,,,,,,
393,순욱,44,남,163,184,0,212,1,22,,,허창,허창,미발견,없음,0,,54,14,95,99,94,건강,왕도,경세제민,3,정중남,정중남,36,,,순욱,,,2,왕좌지재,저지,혼란,고무,투석,,독려,왕좌,명성,인맥,안목,,,,1,1,,,,,1,
394,순운,878,남,190,206,0,235,0,22,,,허창,허창,미등장,없음,0,,18,12,60,66,62,건강,왕도,정령철저,2,정중남,정중남,0,,,순욱,순욱,,3,,,,,,,인맥,,,,,,,,1,,,,,,,
395,순우경,293,남,146,184,184,200,1,95,하진,하진,낙양,낙양,일반,편장군,99,,74,67,29,28,33,건강,아도,병참개혁,3,거만남,거만남,0,,,순우경,,,1,분전,대갈,매성,,,,운반,저돌,주란,난폭,,1,1,,,,,,,,,
396,순의,627,남,207,226,0,281,0,31,,,허창,허창,미등장,없음,0,,16,12,70,74,69,건강,명리,태학,3,정중남,정중남,0,,,순욱,순욱,,3,도발,충차,,,,,언독,인맥,소심,,,,,,1,,,,,1,,
397,순욱,628,남,225,244,0,289,0,31,,,허창,허창,미등장,없음,0,,8,16,77,72,45,건강,명리,태학,3,책사남,책사남,0,,,순욱,,,4,혼란,매성,,,,,악주,진흥,문화,인맥,소심,,,,,1,,,,,,
398,순찬,1176,남,209,228,0,237,0,36,,,허창,허창,미등장,없음,0,,16,14,68,55,50,건강,명리,태학,2,책사남,책사남,0,,,순욱,순욱,,3,저지,도발,,,,,학자,,,,,,,,,1,,,1,,,
399,순심,251,남,164,184,0,208,0,85,,,허창,허창,미발견,없음,0,,19,25,78,77,67,건강,예교,세출개선,3,정중남,정중남,0,,,순욱,,,2,혼란,,,,,,인맥,논객,,,,,,,1,,,,,,,
400,순정,1177,남,166,185,0,196,1,145,,,완,완,미등장,없음,0,,57,63,33,20,34,건강,명리,봉시강화,2,호걸남,호걸남,0,,,순정,,,1,분전,대갈,,,,,저돌,,,,,,1,,,,,,,,,
401,순상,1178,남,128,184,184,190,0,87,하진,하진,낙양,낙양,일반,상서령,99,,37,8,69,76,82,건강,예교,태학,4,정중남,정중남,0,,,순욱,,,1,고무,치료,,,,,명성,문화,학자,,,,,,1,1,,,,,,
402,순유,157,남,157,184,184,214,1,22,하진,하진,낙양,낙양,일반,없음,98,,73,26,94,88,86,건강,왕도,화계연구,5,정중남,정중남,40,,,순욱,,,3,천방백계,업화,저지,혼란,도발,정란,기략,태연,봉살,지낭,명성,,,1,,1,,,1,,,
403,초이,535,남,219,238,0,266,0,135,,,수춘,수춘,미등장,없음,0,,62,68,62,41,53,건강,할거,묵수연구,2,보통남,보통남,0,,,초이,,,1,교란,고무,,,,,신중,,,,,1,,,,,,,,,,
404,종육,536,남,223,238,0,263,0,22,,,허창,허창,미등장,없음,0,,32,12,71,75,70,건강,예교,병참개혁,3,정중남,정중남,0,,,종요,종요,,2,고무,치료,,,,,위무,,,,,,,,1,,,,,,,
405,장완,92,남,188,207,0,246,0,78,,,영릉,영릉,미등장,없음,0,,78,34,84,93,81,건강,왕도,선종외시,2,정중남,정중남,0,,,장완,,,1,연노,고무,치료,정란,투석,구축,절약,태연,명경,조타,진흥,,,1,,1,,,1,,1,
406,종회,93,남,225,239,0,264,1,20,,,허창,허창,미등장,없음,0,,83,51,91,79,62,건강,패도,화계연구,5,거만남,거만남,90,,,종요,종요,장창포,2,정련책수,연노,업화,도발,매성,충차,기략,교사,책사,지낭,오만,,,1,,1,,,,1,1,
407,장간,349,남,175,194,0,239,0,34,,,시상,시상,미등장,없음,0,,9,7,65,64,47,건강,명리,종횡술,2,책사남,책사남,0,,,장간,,,1,혼란,,,,,,소심,경솔,,,,,,1,,,,,,1,,
408,상관자수,1179,남,196,215,0,260,0,72,,,천수,천수,미등장,없음,0,,47,51,38,34,39,건강,할거,안행강화,1,보통남,보통남,0,,,상관자수,,,1,,,,,,,소심,,,,,,,1,,,,,,,,
409,창희,1180,남,162,184,0,206,1,7,,,복양,복양,미발견,없음,0,,71,70,44,35,53,건강,아도,장사강화,3,호걸남,호걸남,0,,,창희,,,1,연노,철벽,,,,,산전,난폭,,,,,1,,,,1,,,,,
410,장의거,350,남,159,184,0,205,0,104,,,계,계,미발견,없음,0,,71,58,59,50,57,건강,할거,호적정비,3,보통남,보통남,0,,,장의거,,,1,격려,치료,진정,,,,진화,모집,,,,1,,,,,1,,,,,
411,소교,568,여,178,194,0,210,0,125,,,여강,여강,미등장,없음,0,,17,13,74,68,92,건강,패도,수군육성,4,보통녀,보통녀,59,,,대교,,,1,고무,강습,,,,,응원,악주,,,,,,,1,,,,,,,
412,장흠,212,남,168,187,0,219,0,126,,,수춘,수춘,미등장,없음,0,,68,84,33,32,65,건강,아도,안행강화,4,호걸남,호걸남,0,,,장흠,,,1,제사,화시,구축,강습,,,수전,불굴,절감,소욕,저돌,1,1,1,,,,,,,,
413,장현,537,남,222,236,0,265,1,78,,,영릉,영릉,미등장,없음,0,,8,16,60,64,46,건강,예교,세출개선,2,정중남,정중남,0,,,장완,장완,,2,,,,,,,소심,,,,,,,,,,,,,,1,
414,초주,270,남,201,220,0,270,0,66,,,성도,성도,미등장,없음,0,,3,3,65,71,52,건강,명리,태학,3,거만남,거만남,0,,,초주,,,1,,,,,,,점술,학자,소심,,,,,1,,,,,,,,
415,장서,352,남,225,244,0,290,0,62,,,자동,자동,미등장,없음,0,,55,76,35,29,25,건강,명리,지세연구,3,교활남,교활남,0,,,장서,,,1,견제,,,,,,소심,나약,,,,,1,,,,1,,,,,
416,초촉,793,남,159,184,0,208,1,39,,,남피,남피,미발견,없음,0,,65,72,33,32,39,건강,패도,봉시강화,3,보통남,보통남,0,,,초촉,,,1,급습,대갈,,,,,저돌,,,,,,1,,,,,,,,,
417,종진,879,남,166,200,0,211,1,22,,,허창,허창,미등장,없음,0,,56,26,38,47,40,건강,패도,방원강화,1,정중남,정중남,0,,,종진,,,1,,,,,,,진화,직정,,,,,,,1,,,,,,,
418,장제,351,남,188,207,0,249,0,32,,,광릉,광릉,미등장,없음,0,,50,43,85,77,55,건강,예교,화계연구,4,책사남,책사남,0,,,장제,,,1,화시,연노,진정,투석,,,명경,지낭,문화,안목,주란,,,1,,,,,1,,1,
419,상총,184,남,195,214,0,240,1,79,,,양양,양양,미등장,없음,0,,74,61,76,67,71,건강,할거,묵수연구,3,정중남,정중남,0,,,상총,,,2,화시,연노,철벽,,,,견수,후위,감수,,,,,1,1,,,,,,,
420,소제,629,남,224,243,0,268,0,31,,,평원,평원,미등장,없음,0,,22,16,72,65,57,건강,명리,묵수연구,3,책사남,책사남,0,,,소제,,,1,업화,매성,,,,,신중,,,,,1,,,,,,,1,,,
421,장반,539,남,227,246,0,282,0,135,,,수춘,수춘,미등장,없음,0,,65,73,62,41,50,건강,패도,공법개혁,3,용장남,용장남,0,,,장반,,,1,제사,강습,,,,,신중,,,,,1,1,,,,,,,,,
422,장빈,608,남,216,230,0,263,1,78,,,영릉,영릉,미등장,없음,0,,30,23,64,73,71,건강,왕도,성벽확장,3,정중남,정중남,0,,,장완,장완,,2,제사,,,,,,개수,소침,,,,,,1,,,,,,,,
423,섭우,1181,남,201,220,0,253,0,121,,,시상,시상,미등장,없음,0,,63,49,61,65,69,건강,예교,운반개발,2,정중남,정중남,0,,,섭우,,,1,매성,,,,,,인맥,허약,,,,,,,,,1,,,,,
424,종요,198,남,151,184,0,230,0,22,,,허창,허창,미발견,없음,0,,70,24,76,91,77,건강,예교,지역진흥,5,정중남,정중남,0,,,종요,,,1,연노,견제,치료,진정,,,조달,진흥,법률,문화,능리,,,,1,1,,,,1,,
425,종리목,707,남,214,233,0,269,0,121,,,여강,여강,미등장,없음,0,,77,71,72,65,69,건강,할거,지세연구,3,용장남,용장남,0,,,종리목,,,1,급습,교란,대갈,강습,,,숲전,농정,향도,친월,소욕,,,,,,1,1,,,,
426,상림,1182,남,147,184,0,229,0,34,,,진양,진양,미발견,없음,0,,36,28,70,81,63,건강,명리,삼령오신,3,정중남,정중남,0,,,상림,,,1,매성,투석,,,,,농정,격분,,,,1,,,,,,,,,1,
427,상랑,353,남,167,196,0,247,0,79,,,양양,양양,미등장,없음,0,,28,16,72,74,69,건강,예교,지역순회,3,정중남,정중남,0,,,상총,,,1,치료,,,,,,석병,능리,학자,감수,,,,1,,,,,,,,
428,서영,265,남,147,186,0,190,1,142,,,양평,양평,미등장,없음,0,,81,74,62,43,45,건강,패도,군제개혁,4,호걸남,호걸남,0,,,서영,,,1,진천동지,급습,경파,저지,,,소탕,봉살,,,,,1,,,,1,1,,,,
429,서혁,1183,남,167,191,0,219,0,27,,,하비,하비,미등장,없음,0,,25,11,60,77,71,건강,왕도,정령철저,3,보통남,보통남,0,,,서혁,,,1,견제,,,,,,규율,위무,감수,,,,,,,1,,,,,,
430,제갈각,94,남,203,217,0,253,1,121,,,하비,하비,미등장,없음,0,,72,47,90,80,64,건강,아도,시설개발,5,거만남,거만남,55,,,제갈량,제갈근,,2,기지기책,연노,업화,혼란,매성,시람,묘산,선동,교사,지낭,오만,1,,1,,1,,,,1,,
431,제갈교,708,남,204,218,0,228,0,81,,,하비,하비,미등장,없음,0,,58,23,75,68,77,건강,예교,병기강화,3,정중남,정중남,0,,,제갈량,제갈근,,2,연노,투석,,,,,석병,조달,허약,,,,,1,,,,,,,1,
432,제갈근,46,남,174,195,0,241,0,121,,,하비,하비,미등장,없음,0,,75,34,81,89,90,건강,할거,지세연구,5,정중남,정중남,57,,,제갈량,,,1,연노,치료,진정,구축,시람,,절약,신중,논객,인맥,소욕,1,,1,1,,,,,,,
433,제갈균,298,남,185,208,0,252,0,76,,,하비,하비,미등장,없음,0,,29,25,51,65,67,건강,예교,병참개혁,2,보통남,보통남,0,,,제갈량,,,1,정란,,,,,,석병,,,,,,,1,,,,,1,,,
434,제갈서,607,남,218,237,0,286,0,40,,,하비,하비,미등장,없음,0,,41,40,27,46,49,건강,할거,침략황폐,1,교활남,교활남,0,,,제갈량,,,1,매성,,,,,,우유,,,,,,1,,,,,,,,,
435,제갈상,285,남,246,260,0,263,1,75,,,하비,하비,미등장,없음,0,,64,75,62,55,69,건강,왕도,성벽확장,3,보통남,보통남,0,,,제갈량,제갈첨,,3,연노,철벽,업화,,,,석병,노발,,,,,,,1,,1,,,,,
436,제갈정,354,남,241,255,0,300,0,135,,,하비,하비,미등장,없음,0,,58,63,66,65,67,건강,패도,수군육성,2,보통남,보통남,0,,,제갈량,제갈탄,,2,제사,업화,강습,,,,일심,문화,,,,1,,,,,,,,,,
437,제갈첨,185,남,227,241,0,263,1,75,,,하비,하비,미등장,없음,0,,69,57,72,68,69,건강,왕도,묵수연구,3,정중남,정중남,0,,,제갈량,제갈량,황월영,2,연노,혼란,정란,,,,석병,문화,우유,,,,,1,1,,,,1,,,
438,제갈탄,95,남,206,225,0,258,1,135,,,하비,하비,미등장,없음,0,,78,71,73,75,82,건강,패도,수군육성,4,거만남,거만남,95,,,제갈량,,,1,공구역격,분전,격려,철벽,견제,구축,견수,일심,동원,자비,동요,1,,,1,1,,,,,,
439,제갈융,1184,남,207,221,0,253,1,121,,,하비,하비,미등장,없음,0,,59,52,55,63,69,건강,명리,삼령오신,2,보통남,보통남,0,,,제갈량,제갈근,,1,고무,,,,,,교련,낭비,주란,,,,,,1,,,,,,,
440,제갈량,45,남,181,208,0,234,0,75,,,하비,하비,미등장,없음,0,,93,38,100,96,93,건강,왕도,문사무비,3,제갈량,위엄남,20,,,제갈량,,,1,신산귀모,연노,업화,치료,정란,투석,복룡,석병,발명,왕좌,안목,,,1,1,1,,,1,,1,
441,서구,1185,남,149,184,184,208,0,88,하진,노식,진류,진류,일반,평북장군,98,,68,48,62,76,56,건강,예교,삼령오신,3,책사남,책사남,0,,,서구,,,1,대갈,업화,강습,,,,소심,,,,,1,,,,,,,,,,
442,서황,37,남,165,188,0,228,1,23,,,낙양,낙양,미등장,없음,0,,88,90,74,48,73,건강,패도,시설개발,4,용장남,용장남,35,,,서황,,,1,장구직입,급습,견제,저지,진정,,호걸,장구,태연,침착,간파,1,1,,,1,,1,,,,
443,서곤,1186,남,169,190,0,203,0,126,,,오,오,미등장,없음,0,,66,68,53,55,48,건강,왕도,장사강화,2,보통남,보통남,0,,,서곤,,,1,견제,저지,구축,,,,모집,,,,,,,,,,1,,,,,
444,서씨,772,여,183,197,0,232,0,125,,,오,오,미등장,없음,0,,48,16,75,52,70,건강,왕도,지역순회,3,현명녀,현명녀,0,,,서씨,,,1,치료,,,,,,점술,,,,,,,,1,,,,,,,
445,서질,361,남,207,226,0,253,1,23,,,안정,안정,미등장,없음,0,,66,83,24,18,43,건강,아도,봉시강화,4,호걸남,호걸남,0,,,서질,,,1,돌격,교란,,,,,산전,저돌,,,,,1,,,,1,,,,,
446,서서,39,남,178,206,0,232,0,75,,,허창,허창,미등장,없음,0,,85,64,93,80,81,건강,왕도,지세연구,5,위엄남,위엄남,63,,,서서,,,1,명경지수,저지,혼란,진정,투석,,묘산,석병,봉살,해제,교련,1,,,,1,,,,,1,
447,서상,1187,남,183,202,0,232,0,33,,,진양,진양,미등장,없음,0,,61,69,32,28,37,건강,할거,공법개혁,2,보통남,보통남,0,,,서상,,,1,돌격,,,,,,축성,,,,,,1,,,,,,,,,
448,서상,1188,남,174,201,0,233,0,115,,,오,오,미등장,없음,0,,54,42,63,73,70,건강,예교,병참개혁,3,보통남,보통남,0,,,서상,,,1,격려,업화,진정,,,,조달,능리,절감,,,1,,,,,,,,,,
449,서성,125,남,177,196,0,228,0,124,,,하비,하비,미등장,없음,0,,86,81,77,64,71,건강,패도,공법개혁,4,호걸남,호걸남,60,,,서성,,,1,위성지계,화시,철벽,강습,시람,,견수,축성,담력,금강,조타,1,1,,1,,,,,,,
450,서선,1189,남,167,191,0,236,0,21,,,광릉,광릉,미등장,없음,0,,42,41,69,84,72,건강,왕도,삼령오신,4,정중남,정중남,0,,,서선,,,1,업화,혼란,,,,,침착,진흥,,,,,,,,1,,,,,,
451,서막,511,남,171,190,0,249,0,35,,,계,계,미등장,없음,0,,55,32,67,82,79,건강,예교,호적정비,4,거만남,거만남,0,,,서막,,,1,연노,도발,,,,,농정,교화,여망,친강,주란,,1,1,,,,,,,,
